Time, NodeID, Population, VectorPopulation, AdultCount, InfectedCount, InfectiousCount, MaleCount, NewEggsCount, IndoorBitesCount, OutdoorBitesCount, MigrationFromCountLocal, MigrationFromCountRegional, arabiensis_AvailableHabitat, funestus_AvailableHabitat, gambiae_AvailableHabitat, arabiensis_EggCrowdingCorrection, funestus_EggCrowdingCorrection, gambiae_EggCrowdingCorrection
452,340461476,1032,22607,15994,5376,1237,29268,609360,4,1,0,0,9432.35,2290.43,10240.7,0.0388803,0.036456,0.0382496
453,340461476,1032,22429,15835,5368,1226,29098,584740,3,1,0,0,26781.6,3186.09,29880.3,0.0365368,0.0374988,0.0352983
454,340461476,1032,21050,14493,5393,1164,27713,573940,3,1,0,0,8576.27,2419.13,9350.2,0.106785,0.0521797,0.1095
455,340461476,1032,24624,18158,5219,1247,31279,543880,3,1,0,0,9702.61,2529.25,11091,0.0356009,0.0393739,0.0344263
456,340461476,1032,29823,23226,5208,1389,36420,638840,4,1,0,0,11331.6,2389.78,12716.6,0.0425478,0.0441867,0.0428887
457,340461476,1032,29171,22260,5440,1471,36007,789460,5,1,0,0,11172.2,2498.69,12614.8,0.041845,0.0385323,0.0415547
458,340461476,1032,29431,22223,5694,1514,36359,775880,5,1,0,0,5712.64,2786.21,6441.05,0.0326463,0.0375743,0.0331323
459,340461476,1032,29641,22162,5899,1580,36612,767300,4,1,0,0,15774.5,2858.75,17655,0.0171881,0.0428517,0.0170173
460,340461476,1032,29208,21561,6020,1627,36272,775000,5,1,0,0,4833.87,2538.18,5177.86,0.0487469,0.040435,0.0473324
461,340461476,1032,27027,19181,6189,1657,34207,767580,4,1,0,0,6147.53,1734.02,6706.04,0.0148142,0.0357995,0.0137053
462,340461476,1032,29487,21657,6152,1678,36784,701900,4,1,0,0,5253.59,2352.4,5706.1,0.0185122,0.0238911,0.018478
463,340461476,1032,31720,23750,6303,1667,39192,751960,4,1,0,0,3014.41,2206.35,3510.9,0.0176094,0.0331792,0.017153
464,340461476,1032,28286,20117,6724,1445,36016,820040,5,1,0,0,8519.49,2364.16,9464.77,0.00960736,0.0282504,0.00974979
465,340461476,1032,29944,21865,6491,1588,37897,738160,4,1,0,0,9666.21,2459.22,10891.2,0.0247271,0.0289087,0.0240393
466,340461476,1032,27264,19096,6546,1622,35291,785320,4,1,0,0,10718.4,2664.15,11718.4,0.0321628,0.0281633,0.0310912
467,340461476,1032,26397,18315,6379,1703,34589,700020,4,1,0,0,12721.3,2824.98,14246.7,0.0314913,0.0351194,0.0317486
468,340461476,1032,27996,19985,6509,1502,36157,687040,4,1,0,0,12813.9,2738.99,14402.7,0.0425859,0.0384351,0.0434616
469,340461476,1032,28434,20401,6477,1556,36858,723140,4,1,0,0,5468.47,2394.18,6190.2,0.0431444,0.0375616,0.0454171
470,340461476,1032,28457,20463,6390,1604,37038,736660,4,1,0,0,18120.9,3029.1,20131.6,0.0182052,0.0310932,0.0179032
471,340461476,1032,34772,26683,6173,1916,43520,742300,4,1,0,0,3055.19,2445.36,3213.55,0.0576143,0.0384501,0.0586312
472,340461476,1032,33789,25323,6827,1639,42692,918580,6,2,0,0,4466.93,2469.17,5069.92,0.00955702,0.0309852,0.00934986
473,340461476,1032,33442,24734,7020,1688,42570,876480,6,1,0,0,8696.02,2637.29,9765.13,0.0111869,0.0300021,0.0116022
474,340461476,1032,33531,24696,6820,2015,43032,868340,5,1,0,0,8569.33,2692.61,9572.8,0.0234875,0.0316373,0.023092
475,340461476,1032,33782,24827,6956,1999,43213,888580,5,2,0,0,10477.6,2563.88,11642.3,0.023208,0.0321007,0.0230548
476,340461476,1032,32055,22979,7356,1720,41484,881920,5,2,0,0,18266.7,3197.67,20213.6,0.0276686,0.0304426,0.0273499
477,340461476,1032,34045,25000,7318,1727,43457,825840,5,1,0,0,14393.3,2926.83,15858.6,0.0489042,0.0388916,0.0474296
478,340461476,1032,31968,22699,7554,1715,41352,902820,6,2,0,0,11685.7,2668.74,12919.8,0.0412983,0.0340884,0.0405115
479,340461476,1032,30298,21102,7499,1697,39811,833800,5,1,0,0,7069.15,2702.65,7744.39,0.0303747,0.030486,0.030007
480,340461476,1032,28871,19721,7391,1759,38239,779420,4,1,0,0,5340.4,2582,5926.45,0.0198527,0.0314627,0.0197652
481,340461476,1032,26657,17693,7226,1738,36068,738980,4,1,0,0,4022.98,2451.25,4741.43,0.0160681,0.0333075,0.0160374
482,340461476,1032,26731,17989,6966,1776,35942,677940,4,1,0,0,20157.9,3252.32,22338.3,0.0129481,0.0310915,0.0135687
483,340461476,1032,27449,18908,6705,1836,36436,684200,4,1,0,0,9116.57,2759.44,10285.5,0.0706949,0.0394604,0.0719707
484,340461476,1032,28130,19686,6583,1861,37118,713300,4,1,0,0,11079.9,2834.49,12402.6,0.03223,0.0356424,0.0317533
485,340461476,1032,29557,21199,6485,1873,38531,740400,4,1,0,0,1026.48,2543.23,1029.09,0.0373109,0.0345838,0.0370914
486,340461476,1032,30885,22558,6102,2225,39922,765000,4,1,0,0,3100.15,2397.75,3501.05,0.00327699,0.0306045,0.00299103
487,340461476,1032,29195,20818,6182,2195,38328,808480,5,1,0,0,8631.49,2715.76,9744.1,0.00968433,0.0291981,0.00965116
488,340461476,1032,32235,23886,6071,2278,41650,753280,4,1,0,0,10076.9,2894.76,11222.6,0.0252693,0.031447,0.025606
489,340461476,1033,29586,21081,6220,2285,39211,835580,5,1,0,0,6917.84,2659.95,7789.71,0.0316683,0.0360672,0.0316291
490,340461476,1033,27845,19290,6580,1975,37530,778680,4,1,0,0,7027.41,2724.4,7792.68,0.0196742,0.0307438,0.0195997
491,340461476,1033,27938,19453,6538,1947,37304,721120,4,1,0,0,4403.89,2609.79,4838.54,0.0215024,0.0317826,0.0212833
492,340461476,1033,27852,19441,6487,1924,37269,726400,4,1,0,0,4900.59,2507.83,5460.54,0.0145554,0.0313225,0.0144331
493,340461476,1033,28387,20065,6430,1892,37852,716680,4,1,0,0,5843.86,2601.33,6457.28,0.0163103,0.0284399,0.0161669
494,340461476,1033,31653,23313,6218,2122,41038,736740,4,1,0,0,5792.48,2617.83,6376.54,0.0196274,0.031109,0.0192571
495,340461476,1033,33132,24644,6659,1829,42793,804920,4,1,0,0,5624.14,2706.45,6405.93,0.0188902,0.0300555,0.0185905
496,340461476,1033,33531,24849,6819,1863,43269,858680,5,1,0,0,7043.02,2751.79,7848.68,0.0163893,0.0298461,0.0172629
497,340461476,1033,32188,23283,6762,2143,42057,880080,6,1,0,0,10709.8,2954.9,11801.6,0.0191887,0.0295066,0.0197015
498,340461476,1033,30466,21423,7179,1864,40350,852340,6,1,0,0,18260.6,3247.9,20355.5,0.0284743,0.0305195,0.0289866
499,340461476,1033,28565,19603,6785,2177,38436,786640,5,1,0,0,3582.96,2607.87,3952.52,0.0500126,0.0337129,0.052076
500,340461476,1033,32470,23642,6658,2170,42341,738160,4,1,0,0,4178.03,2553.74,4566.59,0.0107921,0.0272961,0.0110067
501,340461476,1033,32037,23038,6871,2128,41901,842240,6,1,0,0,10747.7,2847.97,12039.9,0.0139631,0.0274714,0.013199
502,340461476,1033,32387,23279,7008,2100,42141,843940,6,1,0,0,8294.73,2828.85,9090.14,0.0302292,0.0282369,0.0312044
503,340461476,1033,29159,19988,7051,2120,38833,833860,6,1,0,0,5811.53,2674.52,6406.03,0.0232723,0.028766,0.0233572
504,340461476,1033,26903,17933,7154,1816,36623,744980,5,1,0,0,9172.88,2776.44,10207.6,0.0162551,0.0285983,0.0167338
505,340461476,1033,26984,18210,6641,2133,36641,698220,5,1,0,0,10690.8,3076.84,11816.7,0.0302058,0.0289937,0.0295411
506,340461476,1033,27701,19119,6742,1840,37106,699800,4,1,0,0,6431.87,2599.74,7130.3,0.0373049,0.0325247,0.037272
507,340461476,1033,27292,18749,6627,1916,36534,711920,5,1,0,0,1987.41,1934.56,2411.8,0.0222156,0.0282641,0.0224012
508,340461476,1033,26762,18336,6733,1693,35925,692600,4,1,0,0,5077.19,2597.07,5835.11,0.00669792,0.0195805,0.00762262
509,340461476,1033,25586,17209,6630,1747,34518,701380,4,1,0,0,3999.15,2546.71,4366.63,0.0179495,0.0282228,0.0183656
510,340461476,1033,24565,16263,6527,1775,33297,660940,4,1,0,0,2131.42,2556.64,2561.81,0.0138995,0.0273077,0.0136287
511,340461476,1033,21495,13393,6335,1767,30158,630440,4,1,0,0,5781.45,2083.84,6477.41,0.00781713,0.0281382,0.00861344
512,340461476,1034,21038,13239,6060,1739,29491,533040,3,1,0,0,11663.1,2751.3,13116.2,0.0227187,0.0230106,0.0226959
513,340461476,1034,20626,13170,5685,1771,28853,537400,3,1,0,0,7486.4,2556.18,8093.57,0.0524987,0.0360874,0.0558994
514,340461476,1034,20209,12995,5427,1787,28317,519020,3,1,0,0,5754.13,2554.93,6209.27,0.0342502,0.032621,0.0336587
515,340461476,1034,17622,10723,5116,1783,25638,520660,3,1,0,0,5653.11,2613.4,6301.69,0.0275264,0.0333281,0.0266127
516,340461476,1035,17808,11223,4820,1765,25632,450240,2,1,0,0,2198.36,2388.46,2233.86,0.026513,0.0328481,0.0276536
517,340461476,1035,18953,12666,4571,1716,26667,457960,2,0,0,0,3303.18,2365.96,3750.09,0.0123559,0.0341501,0.0110379
518,340461476,1035,22144,16003,4471,1670,29766,489720,3,1,0,0,2154.33,2393.24,2484.6,0.0179481,0.0338574,0.0183792
519,340461476,1034,20649,14478,4558,1613,28344,580500,3,1,0,0,2767.58,2264.62,3024.32,0.0107459,0.0342576,0.0113255
520,340461476,1034,19612,13511,4520,1581,27120,526980,3,1,0,0,3243.84,2370.16,3593.72,0.0116963,0.0310647,0.0111607
521,340461476,1034,20707,14681,4472,1554,27993,503600,3,1,0,0,916.629,2378.08,1005.82,0.0149101,0.0337437,0.0150252
522,340461476,1034,20781,14788,4481,1512,27971,536640,3,1,0,0,4633.4,2310.52,5198.68,0.0045997,0.0323109,0.00435947
523,340461476,1034,20202,14217,4523,1462,27169,535020,3,1,0,0,888.115,2077.8,949.578,0.0214927,0.0324967,0.020798
524,340461476,1034,20658,14704,4513,1441,27464,534560,3,1,0,0,1991.05,2254.77,2455.72,0.0039998,0.0282233,0.00396715
525,340461476,1033,18540,12600,4547,1393,25275,537440,3,1,0,0,1950.62,2226.04,2275.13,0.00949294,0.0304123,0.00979625
526,340461476,1033,21185,15286,4531,1368,27721,482580,3,1,0,0,1132.8,2148.64,1202.89,0.00904739,0.0290909,0.00927414
527,340461476,1033,19414,13464,4782,1168,25941,550760,3,1,0,0,1124.74,2106.96,1245.6,0.00589878,0.0282493,0.0056084
528,340461476,1033,18774,12877,4772,1125,25301,497440,3,1,0,0,4442.77,2108.76,4854.64,0.00508656,0.0272076,0.00493894
529,340461476,1033,17881,12036,4789,1056,24356,483940,3,1,0,0,1171.24,1700.07,1409.61,0.0214814,0.0299199,0.0220525
530,340461476,1033,16609,10922,4670,1017,23068,468840,2,0,0,0,2513.75,2004.61,2664.4,0.00589156,0.0236911,0.00660608
531,340461476,1033,14758,9204,4690,864,21122,426840,2,0,0,0,1022.82,2103.36,1153.14,0.0139421,0.0262796,0.0125525
532,340461476,1033,18027,12738,4445,844,24205,367860,1,0,0,0,1953,1593.8,2104.11,0.00608316,0.0284238,0.00624331
533,340461476,1034,15818,10483,4472,863,21860,472860,3,0,0,0,1591.05,1958.98,1782.95,0.0142036,0.022204,0.0132685
534,340461476,1034,16032,10816,4367,849,21959,399100,2,0,0,0,1166.91,1973.8,1342.12,0.00847658,0.026437,0.0084476
535,340461476,1033,14309,9190,4282,837,20178,420340,2,0,0,0,915.659,1959.51,1017.84,0.00742212,0.0348606,0.00724452
536,340461476,1033,13792,8855,4069,868,19545,368960,1,0,0,0,1203.93,1474.53,1433.48,0.00546466,0.030522,0.00539741
537,340461476,1033,13626,8829,4039,758,19319,359540,1,0,0,0,1447.52,1854.49,1532.47,0.00841202,0.0244856,0.00865521
538,340461476,1033,12647,7996,3883,768,18161,343740,1,0,0,0,1571.74,1886.65,1776.04,0.0104635,0.0339277,0.00920181
539,340461476,1033,11282,6799,3714,769,16717,321920,1,0,0,0,1077.02,1854.23,1243.47,0.011491,0.0358951,0.0115029
540,340461476,1033,10529,6301,3488,740,15898,282340,1,0,0,0,672.145,1812.29,757.159,0.00840898,0.0366739,0.00867859
541,340461476,1033,9896,5897,3289,710,15121,268220,1,0,0,0,1224.03,1774.16,1247.15,0.0062178,0.0328195,0.00636161
542,340461476,1033,9457,5657,3087,713,14449,253720,1,0,0,0,901.489,1820.15,992.209,0.0115519,0.036326,0.0109958
543,340461476,1033,9172,5602,2868,702,14045,237400,1,0,0,0,284.876,1435.9,356.416,0.00945949,0.0379832,0.00897927
544,340461476,1034,8565,5116,2728,721,13134,237700,1,0,0,0,863.363,1786.95,1066.07,0.00306252,0.0299771,0.0036942
545,340461476,1034,8762,5485,2586,691,13072,218640,0,0,0,0,930.442,1763.96,1120.82,0.00974671,0.036394,0.0106586
546,340461476,1034,7853,4718,2452,683,12000,226080,1,0,0,0,829.762,1735.19,875.067,0.0122459,0.0356644,0.012026
547,340461476,1034,7030,4044,2325,661,10961,202960,0,0,0,0,1593.69,1717.44,1658.65,0.00983363,0.0354121,0.00943978
548,340461476,1034,6789,3982,2140,667,10498,179120,0,0,0,0,1304.46,1647.39,1353.63,0.0228061,0.0344867,0.0199166
549,340461476,1034,6476,3824,2013,639,10100,165620,0,0,0,0,1201.61,1380.8,1396.34,0.0213707,0.0396579,0.0176852
550,340461476,1034,6070,3588,1852,630,9542,165500,0,0,0,0,695.43,1545.92,786.032,0.0195129,0.0347632,0.0217093
551,340461476,1034,5695,3400,1711,584,9027,156700,0,0,0,0,1971.21,1925.8,2197.9,0.0119449,0.037779,0.011845
552,340461476,1034,6025,3862,1614,549,9161,142940,0,0,0,0,1125.41,1582.1,1247.34,0.0349506,0.0485577,0.0362451
553,340461476,1034,5309,3187,1583,539,8287,154520,0,0,0,0,651.24,1599.08,660.156,0.0239958,0.0391414,0.0224261
554,340461476,1034,4975,3000,1444,531,7812,132780,0,0,0,0,620.039,1470.37,705.822,0.012519,0.0384579,0.0108364
555,340461476,1034,5345,3445,1389,511,8071,126200,0,0,0,0,583.823,1604.14,647.138,0.0131142,0.0434505,0.0136628
556,340461476,1034,5184,3349,1299,536,7781,131040,0,0,0,0,1002.63,1725.22,1060.71,0.013305,0.049787,0.0129169
557,340461476,1034,5033,3235,1332,466,7532,136100,0,0,0,0,975.905,1614.76,1102.9,0.0237254,0.0457618,0.0207656
558,340461476,1034,4784,3066,1287,431,7227,128580,0,0,0,0,938.329,1270.72,999.478,0.0207375,0.0421169,0.0217534
559,340461476,1034,4528,2889,1230,409,6873,121220,0,0,0,0,260.561,1493.47,337.624,0.0226978,0.0327336,0.0206418
560,340461476,1034,4848,3287,1163,398,7098,114460,0,0,0,0,1453.73,1563.66,1675.48,0.00655005,0.0396778,0.00770831
561,340461476,1034,4757,3208,1138,411,6922,127920,0,0,0,0,442.385,1761.83,418.651,0.0397847,0.0423068,0.0409053
562,340461476,1035,4139,2641,1124,374,6250,117540,0,0,0,0,1373.43,1420.96,1531.37,0.010624,0.0454081,0.00881743
563,340461476,1035,3978,2518,1109,351,5999,110740,0,0,0,0,1812.69,1300.37,2014.32,0.0365858,0.0373544,0.0364959
564,340461476,1035,3746,2367,1064,315,5671,99060,0,0,0,0,795.448,1492.32,900.388,0.0521787,0.0358623,0.0506875
565,340461476,1035,3849,2495,1057,297,5702,99300,0,0,0,0,2938.74,1578.67,3230.16,0.0269278,0.0437118,0.0254491
566,340461476,1035,3744,2450,1034,260,5555,98200,0,0,0,0,791.655,1396.01,907.396,0.099551,0.0445196,0.0941189
567,340461476,1035,3270,2025,994,251,4985,99980,0,0,0,0,1840.44,1461.66,2042.93,0.0280729,0.0373865,0.0277831
568,340461476,1036,3228,2025,991,212,4854,80440,0,0,0,0,1600.64,1403.12,1754.83,0.0702458,0.0366516,0.0602636
569,340461476,1035,3175,2026,943,206,4694,79360,0,0,0,0,3002.72,1305.29,3304.02,0.064077,0.048551,0.0660702
570,340461476,1035,3054,1970,885,199,4558,76780,0,0,0,0,2652.19,1626.46,2965.77,0.132046,0.042052,0.129164
571,340461476,1035,3110,2073,846,191,4550,75720,0,0,0,0,682.636,1435.46,809.929,0.125459,0.0514703,0.123368
572,340461476,1035,3142,2151,817,174,4457,80500,0,0,0,0,2493.24,1424.54,2785.37,0.0328823,0.0460084,0.0340879
573,340461476,1035,2766,1804,762,200,4024,79160,0,0,0,0,2434.12,1191.49,2741.79,0.105915,0.0430116,0.116836
574,340461476,1035,3005,2081,756,168,4249,71440,0,0,0,0,1582.1,1631.67,1818.33,0.10723,0.0369569,0.113204
575,340461476,1036,3161,2248,746,167,4381,76480,0,0,0,0,1018.29,1424.22,1172.32,0.0799042,0.0572516,0.0785797
576,340461476,1036,3146,2213,789,144,4308,82860,0,0,0,0,806.121,1114.94,879.355,0.0433313,0.0495552,0.0483629
577,340461476,1036,2726,1813,754,159,3899,83040,0,0,0,0,800.405,1362.11,822.672,0.0348668,0.0348855,0.0316543
578,340461476,1036,2880,1972,755,153,4010,72820,0,0,0,0,792.512,1443.14,888.346,0.0340308,0.0416802,0.030651
579,340461476,1036,2791,1899,728,164,3855,75680,0,0,0,0,634.702,1316.07,667.112,0.0364876,0.0531349,0.0371072
580,340461476,1036,2441,1547,732,162,3462,72540,0,0,0,0,742.021,1111.74,772.135,0.0306323,0.0437232,0.0268348
581,340461476,1036,2425,1568,698,159,3428,63980,0,0,0,0,700.451,1289.85,773.946,0.038647,0.0346552,0.0363187
582,340461476,1036,2694,1846,704,144,3727,63260,0,0,0,0,893.976,1247.34,903.862,0.0443885,0.0438425,0.0412112
583,340461476,1036,2535,1707,683,145,3557,71000,0,0,0,0,839.038,1064.74,880.376,0.0507364,0.0452919,0.0499371
584,340461476,1036,2217,1413,664,140,3197,64060,0,0,0,0,705.804,1251.33,860.894,0.0422051,0.0347048,0.0430712
585,340461476,1036,2345,1579,632,134,3282,53360,0,0,0,0,1436.58,1204.7,1549.54,0.0437844,0.041298,0.0488035
586,340461476,1036,2284,1544,617,123,3164,57100,0,0,0,0,940.854,1411.73,1013.17,0.113295,0.0455637,0.108816
587,340461476,1036,1998,1280,608,110,2862,59580,0,0,0,0,1339.32,1422.29,1417.91,0.0596232,0.0578103,0.0599511
588,340461476,1036,2061,1378,556,127,2899,50760,0,0,0,0,620.125,1196.95,634.029,0.0890506,0.0523671,0.081583
589,340461476,1036,2169,1484,578,107,2995,52300,0,0,0,0,1061.15,1170.75,1183.61,0.0428855,0.0540626,0.0447761
590,340461476,1037,2807,2138,566,103,3581,57000,0,0,0,0,769.833,1222.75,823.594,0.0820051,0.0501175,0.0739756
591,340461476,1037,3242,2537,602,103,3979,73020,0,0,0,0,839.317,1018.68,947.909,0.0471134,0.0569782,0.0428955
592,340461476,1037,3324,2593,617,114,4030,86940,0,0,0,0,990.474,1226.93,1035.08,0.0387139,0.0372052,0.0395622
593,340461476,1037,3527,2770,646,111,4266,86480,0,0,0,0,442.196,1189.18,558.107,0.0381833,0.0377751,0.0362932
594,340461476,1037,3702,2863,728,111,4470,92980,0,0,0,0,922.417,1097.94,1061.91,0.0165617,0.0391694,0.0189703
595,340461476,1037,3253,2390,758,105,4024,97740,0,0,0,0,698.287,1102.03,838.652,0.0310578,0.0366959,0.0318318
596,340461476,1037,3125,2241,769,115,3929,84540,0,0,0,0,614.425,1140.17,617.807,0.0220837,0.0363467,0.023426
597,340461476,1037,3266,2361,788,117,4108,78080,0,0,0,0,929.554,1107.57,1024.62,0.0217111,0.0445033,0.0201766
598,340461476,1037,3379,2488,781,110,4191,85160,0,0,0,0,696.86,1151,788.623,0.0371228,0.0456918,0.035577
599,340461476,1037,3420,2529,785,106,4166,87640,0,0,0,0,570.772,1079.35,684.858,0.0253404,0.0455299,0.0243553
600,340461476,1037,3309,2406,794,109,4038,87880,0,0,0,0,395.116,1228.22,453.685,0.0189248,0.0460869,0.0201074
601,340461476,1038,3132,2248,792,92,3888,85400,0,0,0,0,496.89,1063.51,577.768,0.0133395,0.0482413,0.0138319
602,340461476,1038,2994,2091,815,88,3757,80300,0,0,0,0,478.912,1053.95,482.682,0.0173616,0.0423034,0.0182607
603,340461476,1038,2867,1949,833,85,3637,77260,0,0,0,0,1226.04,1059.07,1328.6,0.0190498,0.0429834,0.0157533
604,340461476,1038,2948,2037,824,87,3749,74560,0,0,0,0,490.458,1255.05,536.622,0.0502886,0.044424,0.0457506
605,340461476,1038,2806,1904,818,84,3650,72640,0,0,0,0,461.168,1085.77,536.744,0.0200514,0.0509768,0.0210605
606,340461476,1038,2755,1858,804,93,3566,70220,0,0,0,0,579.166,898.725,691.074,0.0205879,0.0411588,0.0224955
607,340461476,1038,2720,1838,774,108,3487,73320,0,0,0,0,825.375,1261.3,877.307,0.0291038,0.0347266,0.0282764
608,340461476,1038,3062,2177,770,115,3791,72560,0,0,0,0,915.052,978.313,1037.5,0.0387136,0.0489257,0.0334594
609,340461476,1038,3005,2124,753,128,3758,79440,0,0,0,0,4134.08,1230.97,4599.64,0.0420134,0.0360469,0.0438876
610,340461476,1038,2597,1731,733,133,3393,76620,0,0,0,0,2399.76,1130.63,2671.62,0.18116,0.0415028,0.17061
611,340461476,1038,2906,2062,716,128,3666,64180,0,0,0,0,2013.87,1112.12,2311.41,0.107709,0.0405827,0.100892
612,340461476,1038,2853,2039,687,127,3670,73360,0,0,0,0,1234.44,1068.39,1390.16,0.10804,0.0487345,0.101735
613,340461476,1038,2768,1970,675,123,3573,73260,0,0,0,0,704.398,1039.32,765.778,0.0546698,0.0416039,0.055385
614,340461476,1038,2715,1906,700,109,3472,72400,0,0,0,0,2533.87,1103.7,2796.86,0.0327323,0.0364672,0.0329509
615,340461476,1038,2682,1877,698,107,3490,71280,0,0,0,0,1458.3,1070.32,1689.23,0.133502,0.0418704,0.103358
616,340461476,1038,2567,1780,684,103,3399,67540,0,0,0,0,1140.67,841.045,1301.96,0.0701782,0.0426764,0.0664528
617,340461476,1038,2614,1808,700,106,3366,67460,0,0,0,0,1727.28,1090.83,1866.32,0.0590407,0.0366309,0.0515426
618,340461476,1039,2532,1753,669,110,3318,66580,0,0,0,0,2073.27,1040.36,2342.3,0.0921708,0.0420847,0.0818559
619,340461476,1039,2469,1700,652,117,3264,65240,0,0,0,0,964.905,1031.71,1064.56,0.10698,0.0387904,0.114931
620,340461476,1039,2160,1388,653,119,2942,66800,0,0,0,0,1071.91,1025.08,1146.12,0.0524405,0.0405864,0.0496995
621,340461476,1039,2181,1429,641,111,2937,56580,0,0,0,0,3890.61,1291.59,4285.79,0.0573826,0.0373572,0.0554217
622,340461476,1039,2194,1459,626,109,2870,57600,0,0,0,0,990.95,868.045,1007.39,0.253625,0.0606951,0.214719
623,340461476,1039,2115,1405,606,104,2814,54460,0,0,0,0,1555.15,1056.79,1755.94,0.0624811,0.0394566,0.051033
624,340461476,1039,2050,1355,586,109,2750,55080,0,0,0,0,676.51,1062.43,633.012,0.0993069,0.0486998,0.102687
625,340461476,1039,2222,1548,561,113,2870,54180,0,0,0,0,821.114,1093.08,966.35,0.0416058,0.0493237,0.0366326
626,340461476,1039,1935,1270,556,109,2629,59560,0,0,0,0,3221.28,951.114,3544.87,0.0530436,0.0526027,0.0539258
627,340461476,1039,2036,1401,516,119,2735,48100,0,0,0,0,717.609,1088.75,683.788,0.188379,0.0387893,0.197596
628,340461476,1039,2024,1393,508,123,2662,53560,0,0,0,0,859.401,802.18,1053.45,0.0503939,0.0535801,0.0505013
629,340461476,1039,2146,1521,507,118,2823,52260,0,0,0,0,3052.58,1292.3,3420.97,0.0499652,0.0387526,0.0672699
630,340461476,1039,1868,1256,479,133,2547,54560,0,0,0,0,4579.18,1134.61,5027.2,0.198994,0.0547585,0.25683
631,340461476,1039,2098,1492,480,126,2764,45100,0,0,0,0,1373.53,989.127,1598.14,0.292412,0.0510626,0.301391
632,340461476,1039,1946,1336,497,113,2607,56800,0,0,0,0,1378.45,884.473,1471.83,0.100995,0.0546479,0.119264
633,340461476,1039,3181,2587,482,112,3958,49360,0,0,0,0,1549.18,968.765,1695.64,0.075325,0.0359542,0.105887
634,340461476,1039,3292,2654,521,117,4127,85460,0,0,0,0,2857.48,1052.9,3165.31,0.1064,0.0482453,0.115193
635,340461476,1039,3246,2578,554,114,4133,81760,0,0,0,0,1006.58,922.767,1109.09,0.095953,0.0432934,0.100935
636,340461476,1039,3091,2378,598,115,4003,83060,0,0,0,0,2700.35,1191.67,2890.16,0.036817,0.0382256,0.0366277
637,340461476,1039,3301,2559,627,115,4245,80360,0,0,0,0,766.188,983.657,803.543,0.088074,0.0561051,0.0927524
638,340461476,1039,3310,2542,658,110,4258,85720,0,0,0,0,1898.28,1224,2136.31,0.0292661,0.0437181,0.0253644
639,340461476,1039,3287,2478,691,118,4214,90580,0,0,0,0,952.848,928.904,994.609,0.0627324,0.0564054,0.0632795
640,340461476,1039,3965,3127,721,117,4860,86260,0,0,0,0,863.27,958.658,991.967,0.0290325,0.0404223,0.0285972
641,340461476,1039,3799,2875,825,99,4785,109100,0,0,0,0,1742.99,1012.49,1852.22,0.0287182,0.0454771,0.0282451
642,340461476,1039,4824,3883,852,89,5857,100520,0,0,0,0,755.704,945.822,908.671,0.0462333,0.0384392,0.0411055
643,340461476,1039,4541,3528,921,92,5662,124600,0,0,0,0,3919.22,1104.33,4356.8,0.0218412,0.0397071,0.0215836
644,340461476,1039,4589,3501,979,109,5681,120320,0,0,0,0,678.182,939.686,713.201,0.0855352,0.0387213,0.0866853
645,340461476,1039,4295,3155,1035,105,5401,121340,0,0,0,0,2735.65,1004.53,2968.05,0.0155119,0.0357023,0.0141846
646,340461476,1039,4171,3004,1052,115,5254,112240,0,0,0,0,2223.33,1085.42,2498.58,0.0601241,0.0392395,0.0590774
647,340461476,1039,4585,3441,1026,118,5676,109580,0,0,0,0,2695.21,1034.98,3011.68,0.0536517,0.0421031,0.0554994
648,340461476,1039,4333,3150,1033,150,5480,118960,0,0,0,0,1125.66,1056.68,1280.62,0.0676848,0.0392933,0.0693615
649,340461476,1039,4098,2878,1089,131,5302,117540,0,0,0,0,1470.02,1006.5,1627.13,0.0254213,0.0397546,0.0266241
650,340461476,1039,4498,3292,1067,139,5717,102760,0,0,0,0,2078.95,1175.88,2395.39,0.0332283,0.0390721,0.0342266
651,340461476,1039,5259,4042,1074,143,6486,116200,0,0,0,0,1778.52,823.171,1986.24,0.0574296,0.047568,0.0572512
652,340461476,1039,5549,4311,1091,147,6887,139740,0,0,0,0,1260.38,964.331,1369.2,0.0431261,0.0316604,0.0405687
653,340461476,1039,5490,4176,1105,209,6881,149320,0,0,0,0,1355.45,969.092,1585.27,0.0246361,0.0340753,0.022714
654,340461476,1039,6223,4849,1151,223,7580,144340,0,0,0,0,1098.32,941.509,1293.58,0.0231859,0.0319411,0.0261942
655,340461476,1039,5507,4041,1230,236,6875,161300,0,0,0,0,4205.33,1106.03,4728.81,0.0197114,0.0326459,0.021639
656,340461476,1039,5697,4204,1244,249,7044,143440,0,0,0,0,2396.89,1246.3,2570.77,0.0694637,0.0340946,0.0692157
657,340461476,1040,5265,3769,1246,250,6687,156880,0,0,0,0,2167.17,1310.34,2366.19,0.0449698,0.0457527,0.0408707
658,340461476,1040,5288,3804,1242,242,6739,139560,0,0,0,0,2812.43,1061.79,3105.48,0.0356795,0.0443281,0.0355391
659,340461476,1040,5050,3571,1225,254,6520,137100,0,0,0,0,1392.17,1012.37,1675.63,0.0563163,0.0334739,0.0536352
660,340461476,1040,5481,4026,1168,287,6961,130660,0,0,0,0,1000.8,1040.83,1170.33,0.0255726,0.0356217,0.0308929
